category	sample	sum_abund	groups
Streptogramin	bgi-DLF007	9.35019069198e-07	Ab (determinants)
Sulfonamide	bgi-DLF007	1.40786681334e-09	Ab (determinants)
Aminonucleoside	bgi-DLF007	0	Ab (determinants)
Aminocoumarin	bgi-DLF007	7.59710948521e-09	Ab (determinants)
Mixture	bgi-DLF007	3.22279593557e-08	Ab (determinants)
Miscellaneous	bgi-DLF007	4.47428770481e-10	Ab (determinants)
Rifamycin	bgi-DLF007	2.38092836483e-09	Ab (determinants)
Lipopeptide	bgi-DLF007	1.34291477007e-08	Ab (determinants)
Fluoroquinolone	bgi-DLF007	1.94892799855e-08	Ab (determinants)
Oxazolidinone	bgi-DLF007	0	Ab (determinants)
Acridine dye	bgi-DLF007	0	Ab (determinants)
Macrolide	bgi-DLF007	9.43149430056e-07	Ab (determinants)
Phenicol	bgi-DLF007	3.32572418275e-09	Ab (determinants)
Elfamycin	bgi-DLF007	0	Ab (determinants)
Beta-lactam	bgi-DLF007	8.75612041868e-08	Ab (determinants)
Peptide	bgi-DLF007	2.24529869026e-09	Ab (determinants)
Coumarin	bgi-DLF007	1.97189409132e-09	Ab (mutations)
Rifampin	bgi-DLF007	5.47088663062e-09	Ab (mutations)
Sulfonamides	bgi-DLF007	2.04858926234e-08	Ab (mutations)
Fluoroquinolones	bgi-DLF007	3.9089351147e-08	Ab (mutations)
Metals	bgi-N103A	4.12772256957e-06	Metals
Biocides	bgi-N103A	1.03673135177e-06	Biocides
Metals	bgi-T2D-8A	3.19982954703e-06	Metals
Biocides	bgi-T2D-8A	1.17595213126e-06	Biocides
Aminoglycoside	bgi-ED50A	4.12465725204e-09	Ab (determinants)
Tetracycline derivative	bgi-ED50A	2.28725766735e-07	Ab (determinants)
Nucleoside	bgi-ED50A	2.96655547131e-11	Ab (determinants)
Pleuromutilin	bgi-ED50A	0	Ab (determinants)
Diaminopyrimidine	bgi-ED50A	1.25964155031e-09	Ab (determinants)
Glycopeptide	bgi-ED50A	0	Ab (determinants)
Lincosamide	bgi-ED50A	2.33243912749e-07	Ab (determinants)
Streptogramin	bgi-ED50A	2.33025603531e-07	Ab (determinants)
Sulfonamide	bgi-ED50A	8.0147355942e-10	Ab (determinants)
Aminonucleoside	bgi-ED50A	0	Ab (determinants)
Aminocoumarin	bgi-ED50A	7.54840050857e-09	Ab (determinants)
Mixture	bgi-ED50A	8.98046116895e-09	Ab (determinants)
Miscellaneous	bgi-ED50A	0	Ab (determinants)
Rifamycin	bgi-ED50A	2.70177496076e-09	Ab (determinants)
Lipopeptide	bgi-ED50A	1.05918459233e-08	Ab (determinants)
Fluoroquinolone	bgi-ED50A	1.63943252194e-08	Ab (determinants)
Oxazolidinone	bgi-ED50A	0	Ab (determinants)
Acridine dye	bgi-ED50A	0	Ab (determinants)
Macrolide	bgi-ED50A	2.39875989725e-07	Ab (determinants)
Phenicol	bgi-ED50A	7.79441535759e-09	Ab (determinants)
Elfamycin	bgi-ED50A	0	Ab (determinants)
Beta-lactam	bgi-ED50A	2.05105237802e-08	Ab (determinants)
Peptide	bgi-ED50A	1.78440294109e-09	Ab (determinants)
Coumarin	bgi-ED50A	8.7484168821e-10	Ab (mutations)
Rifampin	bgi-ED50A	1.23641454331e-08	Ab (mutations)
Sulfonamides	bgi-ED50A	8.42978194153e-09	Ab (mutations)
Fluoroquinolones	bgi-ED50A	9.46365542494e-08	Ab (mutations)
Aminoglycoside	bgi-NLF008	1.76049925149e-08	Ab (determinants)
Tetracycline derivative	bgi-NLF008	2.481445264e-07	Ab (determinants)
Nucleoside	bgi-NLF008	5.52825885119e-11	Ab (determinants)
Pleuromutilin	bgi-NLF008	0	Ab (determinants)
Diaminopyrimidine	bgi-NLF008	2.87171381845e-09	Ab (determinants)
Glycopeptide	bgi-NLF008	7.84951472079e-11	Ab (determinants)
Lincosamide	bgi-NLF008	1.9131166459e-07	Ab (determinants)
Streptogramin	bgi-NLF008	1.70737074995e-07	Ab (determinants)
Sulfonamide	bgi-NLF008	4.7834467528e-09	Ab (determinants)
Aminonucleoside	bgi-NLF008	0	Ab (determinants)
Aminocoumarin	bgi-NLF008	1.80949812034e-08	Ab (determinants)
Mixture	bgi-NLF008	2.50857930271e-08	Ab (determinants)
Miscellaneous	bgi-NLF008	1.42034391343e-10	Ab (determinants)
Rifamycin	bgi-NLF008	5.58861699639e-09	Ab (determinants)
Lipopeptide	bgi-NLF008	2.93557295027e-08	Ab (determinants)
Fluoroquinolone	bgi-NLF008	4.36542164186e-08	Ab (determinants)
Oxazolidinone	bgi-NLF008	0	Ab (determinants)
Acridine dye	bgi-NLF008	0	Ab (determinants)
Macrolide	bgi-NLF008	1.89303369619e-07	Ab (determinants)
Phenicol	bgi-NLF008	7.6470569324e-09	Ab (determinants)
Elfamycin	bgi-NLF008	0	Ab (determinants)
Beta-lactam	bgi-NLF008	8.32065859702e-08	Ab (determinants)
Peptide	bgi-NLF008	5.07928093914e-09	Ab (determinants)
Coumarin	bgi-NLF008	1.89104879588e-09	Ab (mutations)
Rifampin	bgi-NLF008	7.27210258746e-09	Ab (mutations)
Sulfonamides	bgi-NLF008	2.5936951048e-08	Ab (mutations)
Fluoroquinolones	bgi-NLF008	5.40135875007e-08	Ab (mutations)
Aminoglycoside	bgi-T2D-122A	4.39401666351e-08	Ab (determinants)
Tetracycline derivative	bgi-T2D-122A	3.53889194958e-07	Ab (determinants)
Nucleoside	bgi-T2D-122A	0	Ab (determinants)
Pleuromutilin	bgi-T2D-122A	0	Ab (determinants)
Diaminopyrimidine	bgi-T2D-122A	3.89697786438e-08	Ab (determinants)
Glycopeptide	bgi-T2D-122A	1.56807630967e-11	Ab (determinants)
Lincosamide	bgi-T2D-122A	1.0809883863e-07	Ab (determinants)
Streptogramin	bgi-T2D-122A	8.67001679798e-08	Ab (determinants)
Sulfonamide	bgi-T2D-122A	1.71362405289e-08	Ab (determinants)
Aminonucleoside	bgi-T2D-122A	0	Ab (determinants)
Aminocoumarin	bgi-T2D-122A	8.26462476931e-10	Ab (determinants)
Mixture	bgi-T2D-122A	4.16163728344e-08	Ab (determinants)
Miscellaneous	bgi-T2D-122A	3.99486107463e-11	Ab (determinants)
Rifamycin	bgi-T2D-122A	4.21802824808e-10	Ab (determinants)
Lipopeptide	bgi-T2D-122A	9.41011440312e-10	Ab (determinants)
Fluoroquinolone	bgi-T2D-122A	2.21255831882e-09	Ab (determinants)
Oxazolidinone	bgi-T2D-122A	0	Ab (determinants)
Acridine dye	bgi-T2D-122A	0	Ab (determinants)
Macrolide	bgi-T2D-122A	8.78352366713e-08	Ab (determinants)
Phenicol	bgi-T2D-122A	4.2047052313e-09	Ab (determinants)
Elfamycin	bgi-T2D-122A	0	Ab (determinants)
Beta-lactam	bgi-T2D-122A	4.26319117049e-09	Ab (determinants)
Peptide	bgi-T2D-122A	2.65029665462e-10	Ab (determinants)
Coumarin	bgi-T2D-122A	2.18834342278e-09	Ab (mutations)
Rifampin	bgi-T2D-122A	7.44084032062e-09	Ab (mutations)
Sulfonamides	bgi-T2D-122A	1.50747178188e-09	Ab (mutations)
Fluoroquinolones	bgi-T2D-122A	2.72385932158e-08	Ab (mutations)
Aminoglycoside	bgi-DOF010	7.39472811056e-08	Ab (determinants)
Tetracycline derivative	bgi-DOF010	3.18643614945e-07	Ab (determinants)
Nucleoside	bgi-DOF010	1.01756398234e-09	Ab (determinants)
Pleuromutilin	bgi-DOF010	0	Ab (determinants)
Diaminopyrimidine	bgi-DOF010	2.73890357171e-08	Ab (determinants)
Glycopeptide	bgi-DOF010	0	Ab (determinants)
Lincosamide	bgi-DOF010	2.67804664839e-07	Ab (determinants)
Streptogramin	bgi-DOF010	2.4123618719e-07	Ab (determinants)
Sulfonamide	bgi-DOF010	3.60040715393e-08	Ab (determinants)
Aminonucleoside	bgi-DOF010	0	Ab (determinants)
Aminocoumarin	bgi-DOF010	5.25928879503e-08	Ab (determinants)
Mixture	bgi-DOF010	9.85006379643e-08	Ab (determinants)
Miscellaneous	bgi-DOF010	0	Ab (determinants)
Rifamycin	bgi-DOF010	1.7994861865e-08	Ab (determinants)
Lipopeptide	bgi-DOF010	9.79835385916e-08	Ab (determinants)
Fluoroquinolone	bgi-DOF010	1.20068089383e-07	Ab (determinants)
Oxazolidinone	bgi-DOF010	0	Ab (determinants)
Acridine dye	bgi-DOF010	0	Ab (determinants)
Macrolide	bgi-DOF010	2.93341029884e-07	Ab (determinants)
Phenicol	bgi-DOF010	4.12297678121e-08	Ab (determinants)
Elfamycin	bgi-DOF010	0	Ab (determinants)
Beta-lactam	bgi-DOF010	1.61679834428e-07	Ab (determinants)
Peptide	bgi-DOF010	1.48453771199e-08	Ab (determinants)
Coumarin	bgi-DOF010	4.30273867458e-09	Ab (mutations)
Rifampin	bgi-DOF010	3.92157627505e-09	Ab (mutations)
Sulfonamides	bgi-DOF010	1.18180272487e-09	Ab (mutations)
Fluoroquinolones	bgi-DOF010	3.26911925146e-08	Ab (mutations)
Metals	bgi-SZEY-69A	5.94327570431e-06	Metals
Biocides	bgi-SZEY-69A	1.94402770395e-06	Biocides
Metals	bgi-N035A	3.13894089591e-06	Metals
Biocides	bgi-N035A	1.07114731913e-06	Biocides
Metals	bgi-N082A	3.80241128274e-06	Metals
Biocides	bgi-N082A	1.13119280585e-06	Biocides
Metals	bgi-T2D-62A	2.41576271297e-05	Metals
Biocides	bgi-T2D-62A	1.6421085179e-05	Biocides
Metals	bgi-DOM014	7.15377956904e-07	Metals
Biocides	bgi-DOM014	2.61381822314e-07	Biocides
Metals	bgi-N046A	3.43475085717e-06	Metals
Biocides	bgi-N046A	1.35734751619e-06	Biocides
Metals	bgi-SZEY-35A	4.37607156114e-06	Metals
Biocides	bgi-SZEY-35A	1.32646627643e-06	Biocides
Aminoglycoside	bgi-N028A	8.62412526483e-09	Ab (determinants)
Tetracycline derivative	bgi-N028A	3.02766779402e-07	Ab (determinants)
Nucleoside	bgi-N028A	5.99110345102e-10	Ab (determinants)
Pleuromutilin	bgi-N028A	0	Ab (determinants)
Diaminopyrimidine	bgi-N028A	6.87144938758e-09	Ab (determinants)
Glycopeptide	bgi-N028A	6.5797105246e-11	Ab (determinants)
Lincosamide	bgi-N028A	1.54790020846e-07	Ab (determinants)
Streptogramin	bgi-N028A	1.99018833321e-07	Ab (determinants)
Sulfonamide	bgi-N028A	1.52127191383e-08	Ab (determinants)
Aminonucleoside	bgi-N028A	0	Ab (determinants)
Aminocoumarin	bgi-N028A	3.40214127729e-10	Ab (determinants)
Mixture	bgi-N028A	7.50330018201e-09	Ab (determinants)
Miscellaneous	bgi-N028A	0	Ab (determinants)
Rifamycin	bgi-N028A	8.39103188594e-11	Ab (determinants)
Lipopeptide	bgi-N028A	4.92064159225e-10	Ab (determinants)
Fluoroquinolone	bgi-N028A	1.08888252035e-09	Ab (determinants)
Oxazolidinone	bgi-N028A	0	Ab (determinants)
Acridine dye	bgi-N028A	0	Ab (determinants)
Macrolide	bgi-N028A	2.30560509848e-07	Ab (determinants)
Phenicol	bgi-N028A	1.3885698082e-09	Ab (determinants)
Elfamycin	bgi-N028A	0	Ab (determinants)
Beta-lactam	bgi-N028A	4.69745355441e-08	Ab (determinants)
Peptide	bgi-N028A	0	Ab (determinants)
Coumarin	bgi-N028A	2.61393363745e-09	Ab (mutations)
Rifampin	bgi-N028A	6.97501354556e-09	Ab (mutations)
Sulfonamides	bgi-N028A	5.16835963091e-09	Ab (mutations)
Fluoroquinolones	bgi-N028A	5.33128847761e-08	Ab (mutations)
Metals	bgi-T2D-6A	4.56064309182e-06	Metals
Biocides	bgi-T2D-6A	1.72721839358e-06	Biocides
Aminoglycoside	bgi-T2D-156A	2.59407592403e-07	Ab (determinants)
Tetracycline derivative	bgi-T2D-156A	3.50220476318e-07	Ab (determinants)
Nucleoside	bgi-T2D-156A	0	Ab (determinants)
Pleuromutilin	bgi-T2D-156A	0	Ab (determinants)
Diaminopyrimidine	bgi-T2D-156A	5.47407087077e-08	Ab (determinants)
Glycopeptide	bgi-T2D-156A	1.82943547439e-10	Ab (determinants)
Lincosamide	bgi-T2D-156A	1.16600205799e-07	Ab (determinants)
Streptogramin	bgi-T2D-156A	1.14301229654e-07	Ab (determinants)
Sulfonamide	bgi-T2D-156A	3.95858248086e-08	Ab (determinants)
Aminonucleoside	bgi-T2D-156A	0	Ab (determinants)
Aminocoumarin	bgi-T2D-156A	2.08954555449e-07	Ab (determinants)
Mixture	bgi-T2D-156A	2.61050378107e-07	Ab (determinants)
Miscellaneous	bgi-T2D-156A	0	Ab (determinants)
Rifamycin	bgi-T2D-156A	6.60972723492e-08	Ab (determinants)
Lipopeptide	bgi-T2D-156A	2.85195120151e-07	Ab (determinants)
Fluoroquinolone	bgi-T2D-156A	5.34378878033e-07	Ab (determinants)
Oxazolidinone	bgi-T2D-156A	0	Ab (determinants)
Acridine dye	bgi-T2D-156A	0	Ab (determinants)
Macrolide	bgi-T2D-156A	2.98464040448e-07	Ab (determinants)
Phenicol	bgi-T2D-156A	1.27643844323e-07	Ab (determinants)
Elfamycin	bgi-T2D-156A	0	Ab (determinants)
Beta-lactam	bgi-T2D-156A	6.63686985284e-07	Ab (determinants)
Peptide	bgi-T2D-156A	4.98585736479e-08	Ab (determinants)
Coumarin	bgi-T2D-156A	2.93717802084e-09	Ab (mutations)
Rifampin	bgi-T2D-156A	6.43710289313e-09	Ab (mutations)
Sulfonamides	bgi-T2D-156A	2.39170995376e-08	Ab (mutations)
Fluoroquinolones	bgi-T2D-156A	4.02901435865e-08	Ab (mutations)
Aminoglycoside	bgi-N074A	3.73345046942e-08	Ab (determinants)
Tetracycline derivative	bgi-N074A	1.85224192019e-07	Ab (determinants)
Nucleoside	bgi-N074A	3.97304612055e-10	Ab (determinants)
Pleuromutilin	bgi-N074A	0	Ab (determinants)
Diaminopyrimidine	bgi-N074A	4.28419386083e-09	Ab (determinants)
Glycopeptide	bgi-N074A	2.11431187714e-10	Ab (determinants)
Lincosamide	bgi-N074A	1.56421775884e-07	Ab (determinants)
Streptogramin	bgi-N074A	1.40626821435e-07	Ab (determinants)
Sulfonamide	bgi-N074A	2.86634694335e-09	Ab (determinants)
Aminonucleoside	bgi-N074A	0	Ab (determinants)
Aminocoumarin	bgi-N074A	2.32264978364e-10	Ab (determinants)
Mixture	bgi-N074A	3.29997984211e-08	Ab (determinants)
Miscellaneous	bgi-N074A	5.7178229883e-11	Ab (determinants)
Rifamycin	bgi-N074A	1.12973115495e-10	Ab (determinants)
Lipopeptide	bgi-N074A	5.50902569195e-10	Ab (determinants)
Fluoroquinolone	bgi-N074A	3.19319107466e-10	Ab (determinants)
Oxazolidinone	bgi-N074A	0	Ab (determinants)
Acridine dye	bgi-N074A	0	Ab (determinants)
Macrolide	bgi-N074A	1.41484887831e-07	Ab (determinants)
Phenicol	bgi-N074A	8.19105488548e-10	Ab (determinants)
Elfamycin	bgi-N074A	0	Ab (determinants)
Beta-lactam	bgi-N074A	1.23776789688e-08	Ab (determinants)
Peptide	bgi-N074A	1.16718622361e-10	Ab (determinants)
Coumarin	bgi-N074A	9.25876040975e-10	Ab (mutations)
Rifampin	bgi-N074A	4.61634003437e-09	Ab (mutations)
Sulfonamides	bgi-N074A	3.87426765038e-09	Ab (mutations)
Fluoroquinolones	bgi-N074A	4.48800683369e-08	Ab (mutations)
Aminoglycoside	bgi-BGI-33A	9.45410138889e-09	Ab (determinants)
Tetracycline derivative	bgi-BGI-33A	3.69604083616e-07	Ab (determinants)
Nucleoside	bgi-BGI-33A	1.00717302516e-10	Ab (determinants)
Pleuromutilin	bgi-BGI-33A	0	Ab (determinants)
Diaminopyrimidine	bgi-BGI-33A	4.0437582028e-09	Ab (determinants)
Glycopeptide	bgi-BGI-33A	0	Ab (determinants)
Lincosamide	bgi-BGI-33A	3.43448033806e-07	Ab (determinants)
Streptogramin	bgi-BGI-33A	3.43016617077e-07	Ab (determinants)
Sulfonamide	bgi-BGI-33A	4.20916525262e-10	Ab (determinants)
Aminonucleoside	bgi-BGI-33A	0	Ab (determinants)
Aminocoumarin	bgi-BGI-33A	9.16516167052e-10	Ab (determinants)
Mixture	bgi-BGI-33A	9.09490794213e-09	Ab (determinants)
Miscellaneous	bgi-BGI-33A	9.61007002489e-10	Ab (determinants)
Rifamycin	bgi-BGI-33A	7.44818541375e-10	Ab (determinants)
Lipopeptide	bgi-BGI-33A	1.02144307755e-09	Ab (determinants)
Fluoroquinolone	bgi-BGI-33A	2.24692322975e-09	Ab (determinants)
Oxazolidinone	bgi-BGI-33A	0	Ab (determinants)
Acridine dye	bgi-BGI-33A	0	Ab (determinants)
Macrolide	bgi-BGI-33A	3.44080873698e-07	Ab (determinants)
Phenicol	bgi-BGI-33A	2.47370446049e-09	Ab (determinants)
Elfamycin	bgi-BGI-33A	0	Ab (determinants)
Beta-lactam	bgi-BGI-33A	1.4814362667e-07	Ab (determinants)
Peptide	bgi-BGI-33A	6.53905129276e-11	Ab (determinants)
Coumarin	bgi-BGI-33A	2.67465274747e-09	Ab (mutations)
Rifampin	bgi-BGI-33A	1.13510441222e-08	Ab (mutations)
Sulfonamides	bgi-BGI-33A	5.88457423151e-09	Ab (mutations)
Fluoroquinolones	bgi-BGI-33A	5.40503903112e-08	Ab (mutations)
Metals	bgi-BGI003A	4.09899432504e-06	Metals
Biocides	bgi-BGI003A	1.37946800307e-06	Biocides
Aminoglycoside	bgi-NOM008	2.94845056952e-08	Ab (determinants)
Tetracycline derivative	bgi-NOM008	1.79743472207e-07	Ab (determinants)
Nucleoside	bgi-NOM008	2.14605891644e-09	Ab (determinants)
Pleuromutilin	bgi-NOM008	0	Ab (determinants)
Diaminopyrimidine	bgi-NOM008	6.26376514754e-09	Ab (determinants)
Glycopeptide	bgi-NOM008	2.87094596927e-10	Ab (determinants)
Lincosamide	bgi-NOM008	6.43109824109e-08	Ab (determinants)
Streptogramin	bgi-NOM008	7.43459098365e-08	Ab (determinants)
Sulfonamide	bgi-NOM008	3.76027848805e-09	Ab (determinants)
Aminonucleoside	bgi-NOM008	0	Ab (determinants)
Aminocoumarin	bgi-NOM008	7.85962992052e-09	Ab (determinants)
Mixture	bgi-NOM008	1.53606714204e-08	Ab (determinants)
Miscellaneous	bgi-NOM008	0	Ab (determinants)
Rifamycin	bgi-NOM008	5.70368269988e-09	Ab (determinants)
Lipopeptide	bgi-NOM008	9.50268023632e-09	Ab (determinants)
Fluoroquinolone	bgi-NOM008	1.90684312396e-08	Ab (determinants)
Oxazolidinone	bgi-NOM008	0	Ab (determinants)
Acridine dye	bgi-NOM008	0	Ab (determinants)
Macrolide	bgi-NOM008	9.03217216995e-08	Ab (determinants)
Phenicol	bgi-NOM008	5.51363940358e-09	Ab (determinants)
Elfamycin	bgi-NOM008	0	Ab (determinants)
Beta-lactam	bgi-NOM008	2.27825215971e-07	Ab (determinants)
Peptide	bgi-NOM008	2.4579640329e-09	Ab (determinants)
Coumarin	bgi-NOM008	1.11909085927e-09	Ab (mutations)
Rifampin	bgi-NOM008	7.93265770115e-09	Ab (mutations)
Sulfonamides	bgi-NOM008	3.47060545191e-10	Ab (mutations)
Fluoroquinolones	bgi-NOM008	5.02614920103e-08	Ab (mutations)
Metals	bgi-ED50A	5.88823904778e-06	Metals
Biocides	bgi-ED50A	1.52837645412e-06	Biocides
Metals	bgi-T2D-140A	3.20029213653e-06	Metals
Biocides	bgi-T2D-140A	1.04178515918e-06	Biocides
Aminoglycoside	bgi-T2D-178A	4.01733894667e-08	Ab (determinants)
Tetracycline derivative	bgi-T2D-178A	3.37954189881e-07	Ab (determinants)
Nucleoside	bgi-T2D-178A	4.17679573116e-09	Ab (determinants)
Pleuromutilin	bgi-T2D-178A	0	Ab (determinants)
Diaminopyrimidine	bgi-T2D-178A	1.62035105264e-08	Ab (determinants)
Glycopeptide	bgi-T2D-178A	9.9270394971e-11	Ab (determinants)
Lincosamide	bgi-T2D-178A	2.56002478884e-07	Ab (determinants)
Streptogramin	bgi-T2D-178A	2.53162870429e-07	Ab (determinants)
Sulfonamide	bgi-T2D-178A	2.58111223811e-09	Ab (determinants)
Aminonucleoside	bgi-T2D-178A	0	Ab (determinants)
Aminocoumarin	bgi-T2D-178A	5.12097301315e-09	Ab (determinants)
Mixture	bgi-T2D-178A	2.67885066203e-08	Ab (determinants)
Miscellaneous	bgi-T2D-178A	0	Ab (determinants)
Rifamycin	bgi-T2D-178A	1.92006608803e-09	Ab (determinants)
Lipopeptide	bgi-T2D-178A	9.43786757516e-09	Ab (determinants)
Fluoroquinolone	bgi-T2D-178A	1.33963972023e-08	Ab (determinants)
Oxazolidinone	bgi-T2D-178A	0	Ab (determinants)
Acridine dye	bgi-T2D-178A	0	Ab (determinants)
Macrolide	bgi-T2D-178A	2.59394362263e-07	Ab (determinants)
Phenicol	bgi-T2D-178A	2.98560768311e-08	Ab (determinants)
Elfamycin	bgi-T2D-178A	0	Ab (determinants)
Beta-lactam	bgi-T2D-178A	9.03520509947e-08	Ab (determinants)
Peptide	bgi-T2D-178A	1.74361887321e-09	Ab (determinants)
Coumarin	bgi-T2D-178A	3.12377813512e-09	Ab (mutations)
Rifampin	bgi-T2D-178A	6.5835899441e-09	Ab (mutations)
Sulfonamides	bgi-T2D-178A	1.14507492558e-08	Ab (mutations)
Fluoroquinolones	bgi-T2D-178A	4.1521332292e-08	Ab (mutations)
Metals	bgi-T2D-41A	3.8196859279e-06	Metals
Biocides	bgi-T2D-41A	1.09842506105e-06	Biocides
Aminoglycoside	bgi-DOF007	2.22786924833e-08	Ab (determinants)
Tetracycline derivative	bgi-DOF007	1.94658618667e-07	Ab (determinants)
Nucleoside	bgi-DOF007	5.1606430397e-11	Ab (determinants)
Pleuromutilin	bgi-DOF007	0	Ab (determinants)
Diaminopyrimidine	bgi-DOF007	1.25198271429e-08	Ab (determinants)
Glycopeptide	bgi-DOF007	0	Ab (determinants)
Lincosamide	bgi-DOF007	7.79841107879e-08	Ab (determinants)
Streptogramin	bgi-DOF007	6.46910527793e-08	Ab (determinants)
Sulfonamide	bgi-DOF007	4.40138212655e-09	Ab (determinants)
Aminonucleoside	bgi-DOF007	0	Ab (determinants)
Aminocoumarin	bgi-DOF007	1.39903251025e-08	Ab (determinants)
Mixture	bgi-DOF007	3.03913454188e-08	Ab (determinants)
Miscellaneous	bgi-DOF007	6.68426146095e-11	Ab (determinants)
Rifamycin	bgi-DOF007	5.44079993629e-09	Ab (determinants)
Lipopeptide	bgi-DOF007	2.6461493377e-08	Ab (determinants)
Fluoroquinolone	bgi-DOF007	3.70755267733e-08	Ab (determinants)
Oxazolidinone	bgi-DOF007	0	Ab (determinants)
Acridine dye	bgi-DOF007	9.08246461857e-12	Ab (determinants)
Macrolide	bgi-DOF007	8.45991186426e-08	Ab (determinants)
Phenicol	bgi-DOF007	9.78944525009e-09	Ab (determinants)
Elfamycin	bgi-DOF007	0	Ab (determinants)
Beta-lactam	bgi-DOF007	4.17539272957e-08	Ab (determinants)
Peptide	bgi-DOF007	3.6499478743e-09	Ab (determinants)
Coumarin	bgi-DOF007	1.57934317509e-09	Ab (mutations)
Rifampin	bgi-DOF007	5.73690315421e-09	Ab (mutations)
Sulfonamides	bgi-DOF007	0.0	Ab (mutations)
Fluoroquinolones	bgi-DOF007	4.55466027382e-08	Ab (mutations)
Aminoglycoside	bgi-T2D-26A	1.62025572323e-08	Ab (determinants)
Tetracycline derivative	bgi-T2D-26A	2.78776385315e-07	Ab (determinants)
Nucleoside	bgi-T2D-26A	8.56547949958e-10	Ab (determinants)
Pleuromutilin	bgi-T2D-26A	0	Ab (determinants)
Diaminopyrimidine	bgi-T2D-26A	1.3697129387e-08	Ab (determinants)
Glycopeptide	bgi-T2D-26A	4.7363774064e-11	Ab (determinants)
Lincosamide	bgi-T2D-26A	1.02384754731e-07	Ab (determinants)
Streptogramin	bgi-T2D-26A	9.83539023848e-08	Ab (determinants)
Sulfonamide	bgi-T2D-26A	2.17170190868e-08	Ab (determinants)
Aminonucleoside	bgi-T2D-26A	0	Ab (determinants)
Aminocoumarin	bgi-T2D-26A	5.65119877277e-10	Ab (determinants)
Mixture	bgi-T2D-26A	1.15536793146e-08	Ab (determinants)
Miscellaneous	bgi-T2D-26A	8.87546828147e-11	Ab (determinants)
Rifamycin	bgi-T2D-26A	2.30017490169e-10	Ab (determinants)
Lipopeptide	bgi-T2D-26A	8.85830999511e-10	Ab (determinants)
Fluoroquinolone	bgi-T2D-26A	1.61384550051e-09	Ab (determinants)
Oxazolidinone	bgi-T2D-26A	0	Ab (determinants)
Acridine dye	bgi-T2D-26A	0	Ab (determinants)
Macrolide	bgi-T2D-26A	9.97553780798e-08	Ab (determinants)
Phenicol	bgi-T2D-26A	9.39830002315e-10	Ab (determinants)
Elfamycin	bgi-T2D-26A	0	Ab (determinants)
Beta-lactam	bgi-T2D-26A	3.67526359356e-08	Ab (determinants)
Peptide	bgi-T2D-26A	1.35882017432e-10	Ab (determinants)
Coumarin	bgi-T2D-26A	4.02498180434e-09	Ab (mutations)
Rifampin	bgi-T2D-26A	6.46511236508e-09	Ab (mutations)
Sulfonamides	bgi-T2D-26A	4.10683523534e-09	Ab (mutations)
Fluoroquinolones	bgi-T2D-26A	4.92795943259e-08	Ab (mutations)
Aminoglycoside	bgi-DOM019	8.18834014968e-09	Ab (determinants)
Tetracycline derivative	bgi-DOM019	2.59974303073e-07	Ab (determinants)
Nucleoside	bgi-DOM019	5.91323110291e-10	Ab (determinants)
Pleuromutilin	bgi-DOM019	0	Ab (determinants)
Diaminopyrimidine	bgi-DOM019	2.84866870659e-09	Ab (determinants)
Glycopeptide	bgi-DOM019	2.3711900035e-09	Ab (determinants)
Lincosamide	bgi-DOM019	7.38255840542e-08	Ab (determinants)
Streptogramin	bgi-DOM019	6.37823221185e-08	Ab (determinants)
Sulfonamide	bgi-DOM019	4.52150521441e-09	Ab (determinants)
Aminonucleoside	bgi-DOM019	0	Ab (determinants)
Aminocoumarin	bgi-DOM019	8.89965844923e-11	Ab (determinants)
Mixture	bgi-DOM019	7.08277129727e-09	Ab (determinants)
Miscellaneous	bgi-DOM019	0	Ab (determinants)
Rifamycin	bgi-DOM019	0	Ab (determinants)
Lipopeptide	bgi-DOM019	8.85090605574e-11	Ab (determinants)
Fluoroquinolone	bgi-DOM019	2.82761192167e-10	Ab (determinants)
Oxazolidinone	bgi-DOM019	0	Ab (determinants)
Acridine dye	bgi-DOM019	0	Ab (determinants)
Macrolide	bgi-DOM019	6.41570143852e-08	Ab (determinants)
Phenicol	bgi-DOM019	5.56480054699e-09	Ab (determinants)
Elfamycin	bgi-DOM019	0	Ab (determinants)
Beta-lactam	bgi-DOM019	5.41175231781e-08	Ab (determinants)
Peptide	bgi-DOM019	0	Ab (determinants)
Coumarin	bgi-DOM019	8.55923332444e-10	Ab (mutations)
Rifampin	bgi-DOM019	5.93567082053e-09	Ab (mutations)
Sulfonamides	bgi-DOM019	3.0824814595e-09	Ab (mutations)
Fluoroquinolones	bgi-DOM019	4.93923044041e-08	Ab (mutations)
Aminoglycoside	bgi-T2D-114A	2.08651274531e-07	Ab (determinants)
Tetracycline derivative	bgi-T2D-114A	3.42783253178e-07	Ab (determinants)
Nucleoside	bgi-T2D-114A	1.34383296639e-08	Ab (determinants)
