category	sample	sum_abund
Beta-lactam	SWE_T2D-58	6.28e-09
Phenicol	SWE_T2D-58	1.04e-08
Lincosamide	SWE_T2D-58	5.28e-09
Glycopeptide	SWE_T2D-58	1.30e-09
Coumarin	SWE_T2D-58	2.99e-08
Rifampin	SWE_T2D-58	6.78e-08
Sulfonamides	SWE_T2D-58	3.39e-09
Fluoroquinolones	SWE_T2D-58	1.40e-07
Metals	SWE_T2D-58	5.76e-06
Biocides	SWE_T2D-58	1.50e-06
Fluoroquinolone	SWE_T2D-591	9.77e-11
Aminoglycoside	SWE_T2D-591	2.57e-09
Tetracycline derivative	SWE_T2D-591	2.35e-07
Streptogramin	SWE_T2D-591	1.60e-09
Macrolide	SWE_T2D-591	1.67e-09
Aminocoumarin	SWE_T2D-591	3.54e-11
Rifamycin	SWE_T2D-591	3.54e-11
Diaminopyrimidine	SWE_T2D-591	2.82e-09
Nucleoside	SWE_T2D-591	1.45e-10
Beta-lactam	SWE_T2D-591	4.47e-08
Phenicol	SWE_T2D-591	1.66e-08
Lincosamide	SWE_T2D-591	1.58e-09
Glycopeptide	SWE_T2D-591	4.50e-10
Coumarin	SWE_T2D-591	2.73e-08
Rifampin	SWE_T2D-591	8.95e-08
Sulfonamides	SWE_T2D-591	2.80e-09
Fluoroquinolones	SWE_T2D-591	1.43e-07
Metals	SWE_T2D-591	5.83e-06
Biocides	SWE_T2D-591	1.42e-06
Fluoroquinolone	SWE_T2D-598	1.00e-10
Aminoglycoside	SWE_T2D-598	7.72e-11
Lipopeptide	SWE_T2D-598	5.92e-11
Tetracycline derivative	SWE_T2D-598	5.84e-08
Streptogramin	SWE_T2D-598	7.38e-10
Macrolide	SWE_T2D-598	7.88e-10
Aminocoumarin	SWE_T2D-598	3.71e-11
Diaminopyrimidine	SWE_T2D-598	9.01e-12
Beta-lactam	SWE_T2D-598	4.86e-09
Phenicol	SWE_T2D-598	1.02e-09
Lincosamide	SWE_T2D-598	9.70e-10
Coumarin	SWE_T2D-598	3.11e-08
Rifampin	SWE_T2D-598	1.36e-07
Sulfonamides	SWE_T2D-598	3.24e-09
Fluoroquinolones	SWE_T2D-598	1.63e-07
Metals	SWE_T2D-598	5.79e-06
Biocides	SWE_T2D-598	1.28e-06
Fluoroquinolone	SWE_T2D-59	1.97e-09
Aminoglycoside	SWE_T2D-59	2.21e-09
Lipopeptide	SWE_T2D-59	8.82e-10
Peptide	SWE_T2D-59	1.95e-10
Tetracycline derivative	SWE_T2D-59	1.82e-07
Streptogramin	SWE_T2D-59	1.38e-08
Macrolide	SWE_T2D-59	1.43e-08
Aminocoumarin	SWE_T2D-59	7.14e-10
Rifamycin	SWE_T2D-59	6.42e-10
Diaminopyrimidine	SWE_T2D-59	1.70e-09
Beta-lactam	SWE_T2D-59	3.91e-09
Phenicol	SWE_T2D-59	1.97e-09
Lincosamide	SWE_T2D-59	2.19e-08
Glycopeptide	SWE_T2D-59	1.66e-10
Coumarin	SWE_T2D-59	4.26e-08
Rifampin	SWE_T2D-59	6.88e-08
Sulfonamides	SWE_T2D-59	2.00e-09
Fluoroquinolones	SWE_T2D-59	1.41e-07
Metals	SWE_T2D-59	6.36e-06
Biocides	SWE_T2D-59	1.59e-06
Fluoroquinolone	SWE_T2D-600	3.17e-09
Aminoglycoside	SWE_T2D-600	6.32e-10
Lipopeptide	SWE_T2D-600	1.08e-09
Peptide	SWE_T2D-600	2.37e-10
Tetracycline derivative	SWE_T2D-600	6.92e-08
Streptogramin	SWE_T2D-600	6.29e-09
Macrolide	SWE_T2D-600	8.81e-09
Aminocoumarin	SWE_T2D-600	7.52e-10
Rifamycin	SWE_T2D-600	1.04e-09
Diaminopyrimidine	SWE_T2D-600	3.17e-09
Nucleoside	SWE_T2D-600	5.98e-11
Beta-lactam	SWE_T2D-600	5.13e-09
Phenicol	SWE_T2D-600	2.26e-09
Lincosamide	SWE_T2D-600	4.54e-09
Glycopeptide	SWE_T2D-600	5.48e-10
Coumarin	SWE_T2D-600	6.63e-08
Rifampin	SWE_T2D-600	1.77e-07
Sulfonamides	SWE_T2D-600	5.96e-09
Fluoroquinolones	SWE_T2D-600	1.98e-07
Metals	SWE_T2D-600	6.72e-06
Biocides	SWE_T2D-600	1.45e-06
Fluoroquinolone	SWE_T2D-602	6.78e-11
Aminoglycoside	SWE_T2D-602	6.74e-11
Lipopeptide	SWE_T2D-602	6.83e-11
Tetracycline derivative	SWE_T2D-602	7.39e-08
Streptogramin	SWE_T2D-602	1.19e-08
Macrolide	SWE_T2D-602	1.20e-08
Aminocoumarin	SWE_T2D-602	3.74e-11
Diaminopyrimidine	SWE_T2D-602	8.67e-10
Beta-lactam	SWE_T2D-602	6.20e-09
Phenicol	SWE_T2D-602	1.94e-11
Lincosamide	SWE_T2D-602	1.17e-08
Glycopeptide	SWE_T2D-602	4.82e-10
Coumarin	SWE_T2D-602	4.93e-08
Rifampin	SWE_T2D-602	1.13e-07
Sulfonamides	SWE_T2D-602	6.72e-10
Fluoroquinolones	SWE_T2D-602	1.75e-07
Metals	SWE_T2D-602	5.97e-06
Biocides	SWE_T2D-602	1.30e-06
Fluoroquinolone	SWE_T2D-604	1.69e-08
Aminoglycoside	SWE_T2D-604	8.44e-09
Lipopeptide	SWE_T2D-604	8.36e-09
Peptide	SWE_T2D-604	1.60e-09
Tetracycline derivative	SWE_T2D-604	3.20e-07
Streptogramin	SWE_T2D-604	4.41e-09
Macrolide	SWE_T2D-604	1.33e-08
Sulfonamide	SWE_T2D-604	2.85e-10
Aminocoumarin	SWE_T2D-604	6.10e-09
Rifamycin	SWE_T2D-604	2.40e-09
Diaminopyrimidine	SWE_T2D-604	8.35e-08
Nucleoside	SWE_T2D-604	1.94e-09
Beta-lactam	SWE_T2D-604	2.97e-08
Phenicol	SWE_T2D-604	6.39e-08
Lincosamide	SWE_T2D-604	4.07e-09
Glycopeptide	SWE_T2D-604	8.87e-10
Coumarin	SWE_T2D-604	1.62e-07
Rifampin	SWE_T2D-604	2.66e-07
Sulfonamides	SWE_T2D-604	1.51e-08
Fluoroquinolones	SWE_T2D-604	5.21e-07
Metals	SWE_T2D-604	7.69e-06
Biocides	SWE_T2D-604	2.13e-06
Fluoroquinolone	SWE_T2D-60	1.22e-09
Aminoglycoside	SWE_T2D-60	1.42e-08
Lipopeptide	SWE_T2D-60	1.11e-09
Tetracycline derivative	SWE_T2D-60	2.99e-07
Streptogramin	SWE_T2D-60	7.53e-09
Macrolide	SWE_T2D-60	1.04e-08
Aminocoumarin	SWE_T2D-60	5.48e-10
Rifamycin	SWE_T2D-60	1.18e-10
Diaminopyrimidine	SWE_T2D-60	1.11e-08
Nucleoside	SWE_T2D-60	4.25e-09
Beta-lactam	SWE_T2D-60	8.45e-09
Phenicol	SWE_T2D-60	4.62e-09
Lincosamide	SWE_T2D-60	8.93e-09
Glycopeptide	SWE_T2D-60	2.48e-08
Coumarin	SWE_T2D-60	3.80e-08
Rifampin	SWE_T2D-60	8.47e-08
Sulfonamides	SWE_T2D-60	6.14e-09
Fluoroquinolones	SWE_T2D-60	1.54e-07
Metals	SWE_T2D-60	5.31e-06
Biocides	SWE_T2D-60	1.26e-06
Fluoroquinolone	SWE_T2D-614	7.59e-10
Aminoglycoside	SWE_T2D-614	9.33e-09
Lipopeptide	SWE_T2D-614	6.21e-10
Peptide	SWE_T2D-614	1.59e-10
Tetracycline derivative	SWE_T2D-614	1.11e-07
Streptogramin	SWE_T2D-614	2.05e-08
Macrolide	SWE_T2D-614	2.21e-08
Sulfonamide	SWE_T2D-614	9.60e-10
Aminocoumarin	SWE_T2D-614	3.27e-10
Rifamycin	SWE_T2D-614	4.39e-11
Diaminopyrimidine	SWE_T2D-614	1.40e-08
Nucleoside	SWE_T2D-614	2.40e-10
Beta-lactam	SWE_T2D-614	8.43e-09
Phenicol	SWE_T2D-614	5.19e-10
Lincosamide	SWE_T2D-614	2.37e-08
Coumarin	SWE_T2D-614	3.95e-08
Rifampin	SWE_T2D-614	9.06e-08
Sulfonamides	SWE_T2D-614	2.34e-09
Fluoroquinolones	SWE_T2D-614	1.31e-07
Metals	SWE_T2D-614	6.43e-06
Biocides	SWE_T2D-614	1.41e-06
Fluoroquinolone	SWE_T2D-617	1.23e-07
Aminoglycoside	SWE_T2D-617	3.78e-08
Lipopeptide	SWE_T2D-617	8.21e-08
Peptide	SWE_T2D-617	1.50e-08
Tetracycline derivative	SWE_T2D-617	2.53e-07
Streptogramin	SWE_T2D-617	2.61e-08
Macrolide	SWE_T2D-617	7.83e-08
Sulfonamide	SWE_T2D-617	2.94e-09
Aminocoumarin	SWE_T2D-617	5.31e-08
Rifamycin	SWE_T2D-617	1.66e-08
Diaminopyrimidine	SWE_T2D-617	5.85e-09
Nucleoside	SWE_T2D-617	5.42e-09
Beta-lactam	SWE_T2D-617	1.05e-07
Phenicol	SWE_T2D-617	2.70e-08
Lincosamide	SWE_T2D-617	2.64e-08
Glycopeptide	SWE_T2D-617	2.31e-10
Coumarin	SWE_T2D-617	1.93e-08
Rifampin	SWE_T2D-617	7.47e-08
Sulfonamides	SWE_T2D-617	2.71e-09
Fluoroquinolones	SWE_T2D-617	1.11e-07
Metals	SWE_T2D-617	9.35e-06
Biocides	SWE_T2D-617	4.08e-06
Fluoroquinolone	SWE_T2D-618	3.83e-11
Aminoglycoside	SWE_T2D-618	1.40e-08
Lipopeptide	SWE_T2D-618	5.44e-11
Tetracycline derivative	SWE_T2D-618	7.05e-08
Streptogramin	SWE_T2D-618	9.72e-09
Macrolide	SWE_T2D-618	9.82e-09
Diaminopyrimidine	SWE_T2D-618	1.80e-09
Nucleoside	SWE_T2D-618	1.09e-10
Beta-lactam	SWE_T2D-618	5.33e-09
Phenicol	SWE_T2D-618	1.24e-09
Lincosamide	SWE_T2D-618	1.16e-08
Glycopeptide	SWE_T2D-618	5.04e-10
Coumarin	SWE_T2D-618	8.40e-08
Rifampin	SWE_T2D-618	1.35e-07
Sulfonamides	SWE_T2D-618	2.96e-09
Fluoroquinolones	SWE_T2D-618	2.01e-07
Metals	SWE_T2D-618	6.14e-06
Biocides	SWE_T2D-618	1.43e-06
Aminoglycoside	SWE_T2D-628	1.17e-09
Tetracycline derivative	SWE_T2D-628	1.05e-07
Streptogramin	SWE_T2D-628	7.83e-10
Macrolide	SWE_T2D-628	9.01e-10
Diaminopyrimidine	SWE_T2D-628	2.91e-10
Nucleoside	SWE_T2D-628	1.33e-10
Beta-lactam	SWE_T2D-628	4.89e-09
Phenicol	SWE_T2D-628	7.57e-10
Lincosamide	SWE_T2D-628	5.85e-10
Glycopeptide	SWE_T2D-628	4.21e-10
Coumarin	SWE_T2D-628	8.58e-09
Rifampin	SWE_T2D-628	6.04e-08
Sulfonamides	SWE_T2D-628	1.05e-09
Fluoroquinolones	SWE_T2D-628	1.09e-07
Metals	SWE_T2D-628	5.59e-06
Biocides	SWE_T2D-628	1.40e-06
Fluoroquinolone	SWE_T2D-638	1.32e-09
Aminoglycoside	SWE_T2D-638	1.04e-09
Lipopeptide	SWE_T2D-638	3.30e-10
Tetracycline derivative	SWE_T2D-638	9.21e-08
Streptogramin	SWE_T2D-638	8.88e-09
Macrolide	SWE_T2D-638	9.79e-09
Aminocoumarin	SWE_T2D-638	4.63e-10
Diaminopyrimidine	SWE_T2D-638	2.47e-09
Beta-lactam	SWE_T2D-638	2.38e-08
Phenicol	SWE_T2D-638	9.82e-10
Lincosamide	SWE_T2D-638	1.01e-08
Glycopeptide	SWE_T2D-638	2.51e-09
Coumarin	SWE_T2D-638	1.53e-08
Rifampin	SWE_T2D-638	1.11e-07
Sulfonamides	SWE_T2D-638	5.95e-09
Fluoroquinolones	SWE_T2D-638	1.66e-07
Metals	SWE_T2D-638	5.06e-06
Biocides	SWE_T2D-638	1.45e-06
Fluoroquinolone	SWE_T2D-640	3.98e-09
Aminoglycoside	SWE_T2D-640	1.50e-08
Lipopeptide	SWE_T2D-640	1.85e-09
Peptide	SWE_T2D-640	3.84e-10
Tetracycline derivative	SWE_T2D-640	2.13e-07
Streptogramin	SWE_T2D-640	2.95e-08
Macrolide	SWE_T2D-640	3.14e-08
Aminocoumarin	SWE_T2D-640	1.38e-09
Rifamycin	SWE_T2D-640	4.22e-10
Diaminopyrimidine	SWE_T2D-640	1.35e-09
Nucleoside	SWE_T2D-640	3.70e-09
Beta-lactam	SWE_T2D-640	2.72e-09
Phenicol	SWE_T2D-640	4.59e-09
Lincosamide	SWE_T2D-640	3.13e-08
Glycopeptide	SWE_T2D-640	2.72e-09
Coumarin	SWE_T2D-640	1.00e-08
Rifampin	SWE_T2D-640	5.46e-08
Sulfonamides	SWE_T2D-640	2.79e-10
Fluoroquinolones	SWE_T2D-640	8.28e-08
Metals	SWE_T2D-640	6.47e-06
Biocides	SWE_T2D-640	1.50e-06
Fluoroquinolone	SWE_T2D-643	2.03e-08
Aminoglycoside	SWE_T2D-643	8.63e-09
Lipopeptide	SWE_T2D-643	1.73e-08
Peptide	SWE_T2D-643	2.38e-09
Tetracycline derivative	SWE_T2D-643	3.35e-07
Streptogramin	SWE_T2D-643	2.70e-08
Macrolide	SWE_T2D-643	3.73e-08
Aminocoumarin	SWE_T2D-643	9.45e-09
Rifamycin	SWE_T2D-643	3.02e-09
Diaminopyrimidine	SWE_T2D-643	7.53e-09
Nucleoside	SWE_T2D-643	1.08e-09
Beta-lactam	SWE_T2D-643	3.57e-08
Phenicol	SWE_T2D-643	5.84e-09
Lincosamide	SWE_T2D-643	2.34e-08
Glycopeptide	SWE_T2D-643	2.73e-09
Coumarin	SWE_T2D-643	1.73e-08
Rifampin	SWE_T2D-643	6.86e-08
Sulfonamides	SWE_T2D-643	8.16e-09
Fluoroquinolones	SWE_T2D-643	1.15e-07
Metals	SWE_T2D-643	5.85e-06
Biocides	SWE_T2D-643	1.84e-06
Fluoroquinolone	SWE_T2D-646	1.41e-09
Aminoglycoside	SWE_T2D-646	1.41e-09
Lipopeptide	SWE_T2D-646	8.78e-10
Tetracycline derivative	SWE_T2D-646	3.79e-07
Streptogramin	SWE_T2D-646	6.17e-10
Macrolide	SWE_T2D-646	1.37e-09
Aminocoumarin	SWE_T2D-646	5.81e-10
Rifamycin	SWE_T2D-646	9.46e-11
Diaminopyrimidine	SWE_T2D-646	3.85e-09
Beta-lactam	SWE_T2D-646	2.09e-09
Phenicol	SWE_T2D-646	4.16e-09
Lincosamide	SWE_T2D-646	5.69e-10
Glycopeptide	SWE_T2D-646	4.92e-10
Coumarin	SWE_T2D-646	4.78e-08
Rifampin	SWE_T2D-646	1.30e-07
Sulfonamides	SWE_T2D-646	9.46e-09
Fluoroquinolones	SWE_T2D-646	2.33e-07
Metals	SWE_T2D-646	5.31e-06
Biocides	SWE_T2D-646	1.56e-06
Fluoroquinolone	SWE_T2D-655	3.30e-10
Aminoglycoside	SWE_T2D-655	3.51e-09
Tetracycline derivative	SWE_T2D-655	9.20e-08
Streptogramin	SWE_T2D-655	4.31e-10
Macrolide	SWE_T2D-655	5.47e-10
Sulfonamide	SWE_T2D-655	7.81e-10
Diaminopyrimidine	SWE_T2D-655	1.77e-09
Beta-lactam	SWE_T2D-655	5.66e-09
Lincosamide	SWE_T2D-655	3.22e-10
Coumarin	SWE_T2D-655	5.23e-08
Rifampin	SWE_T2D-655	1.65e-07
Sulfonamides	SWE_T2D-655	2.09e-08
Fluoroquinolones	SWE_T2D-655	2.67e-07
Metals	SWE_T2D-655	6.08e-06
Biocides	SWE_T2D-655	1.37e-06
Fluoroquinolone	SWE_T2D-77	1.87e-10
Aminoglycoside	SWE_T2D-77	5.37e-09
Lipopeptide	SWE_T2D-77	4.44e-11
Tetracycline derivative	SWE_T2D-77	1.30e-07
Streptogramin	SWE_T2D-77	7.91e-09
Macrolide	SWE_T2D-77	8.26e-09
Sulfonamide	SWE_T2D-77	8.69e-11
Aminocoumarin	SWE_T2D-77	1.43e-10
Rifamycin	SWE_T2D-77	4.91e-11
Diaminopyrimidine	SWE_T2D-77	1.99e-09
Nucleoside	SWE_T2D-77	6.71e-11
Beta-lactam	SWE_T2D-77	4.76e-09
Phenicol	SWE_T2D-77	4.47e-10
Lincosamide	SWE_T2D-77	8.72e-09
Glycopeptide	SWE_T2D-77	4.68e-10
Coumarin	SWE_T2D-77	2.98e-08
Rifampin	SWE_T2D-77	8.57e-08
Sulfonamides	SWE_T2D-77	5.01e-09
Fluoroquinolones	SWE_T2D-77	1.36e-07
Metals	SWE_T2D-77	5.85e-06
Biocides	SWE_T2D-77	1.34e-06
Fluoroquinolone	SWE_T2D-80	1.02e-09
Aminoglycoside	SWE_T2D-80	6.38e-09
Lipopeptide	SWE_T2D-80	1.45e-09
Peptide	SWE_T2D-80	1.31e-10
Tetracycline derivative	SWE_T2D-80	1.87e-07
Streptogramin	SWE_T2D-80	2.40e-08
Macrolide	SWE_T2D-80	2.46e-08
Sulfonamide	SWE_T2D-80	6.77e-11
Aminocoumarin	SWE_T2D-80	5.62e-10
Rifamycin	SWE_T2D-80	2.17e-10
Diaminopyrimidine	SWE_T2D-80	8.66e-10
Nucleoside	SWE_T2D-80	9.87e-10
Beta-lactam	SWE_T2D-80	6.70e-09
Phenicol	SWE_T2D-80	1.98e-09
Lincosamide	SWE_T2D-80	2.59e-08
Glycopeptide	SWE_T2D-80	7.69e-10
Coumarin	SWE_T2D-80	3.85e-08
Rifampin	SWE_T2D-80	6.89e-08
Sulfonamides	SWE_T2D-80	4.03e-09
Fluoroquinolones	SWE_T2D-80	1.17e-07
Metals	SWE_T2D-80	5.84e-06
Biocides	SWE_T2D-80	1.33e-06
Fluoroquinolone	SWE_T2D-88	1.46e-10
Aminoglycoside	SWE_T2D-88	1.34e-09
Lipopeptide	SWE_T2D-88	6.70e-11
Peptide	SWE_T2D-88	4.45e-11
Tetracycline derivative	SWE_T2D-88	8.18e-08
Streptogramin	SWE_T2D-88	1.24e-08
Macrolide	SWE_T2D-88	1.25e-08
Aminocoumarin	SWE_T2D-88	4.69e-11
Diaminopyrimidine	SWE_T2D-88	8.24e-10
Nucleoside	SWE_T2D-88	6.73e-11
Beta-lactam	SWE_T2D-88	2.62e-09
Phenicol	SWE_T2D-88	2.24e-08
Lincosamide	SWE_T2D-88	1.60e-08
Glycopeptide	SWE_T2D-88	8.28e-10
Coumarin	SWE_T2D-88	5.61e-08
Rifampin	SWE_T2D-88	4.80e-08
Sulfonamides	SWE_T2D-88	1.31e-09
Fluoroquinolones	SWE_T2D-88	1.08e-07
Metals	SWE_T2D-88	5.60e-06
Biocides	SWE_T2D-88	1.23e-06
Fluoroquinolone	SWE_T2D-92	2.86e-07
Aminoglycoside	SWE_T2D-92	1.66e-07
Lipopeptide	SWE_T2D-92	1.76e-07
Peptide	SWE_T2D-92	3.05e-08
Tetracycline derivative	SWE_T2D-92	2.09e-07
Streptogramin	SWE_T2D-92	3.84e-09
Macrolide	SWE_T2D-92	1.21e-07
Sulfonamide	SWE_T2D-92	9.42e-08
Aminocoumarin	SWE_T2D-92	1.27e-07
Rifamycin	SWE_T2D-92	4.37e-08
Diaminopyrimidine	SWE_T2D-92	1.04e-07
Beta-lactam	SWE_T2D-92	1.98e-07
Phenicol	SWE_T2D-92	1.08e-07
Lincosamide	SWE_T2D-92	3.78e-09
Glycopeptide	SWE_T2D-92	6.54e-11
Coumarin	SWE_T2D-92	4.38e-08
Rifampin	SWE_T2D-92	9.37e-08
Sulfonamides	SWE_T2D-92	3.86e-09
Fluoroquinolones	SWE_T2D-92	1.80e-07
Metals	SWE_T2D-92	1.61e-05
Biocides	SWE_T2D-92	9.17e-06
Fluoroquinolone	MH0001	1.90e-10
Aminoglycoside	MH0001	4.08e-11
Lipopeptide	MH0001	1.36e-10
Tetracycline derivative	MH0001	3.63e-08
Streptogramin	MH0001	1.32e-08
Macrolide	MH0001	1.33e-08
Aminocoumarin	MH0001	3.64e-11
Diaminopyrimidine	MH0001	1.44e-10
Beta-lactam	MH0001	2.00e-07
Phenicol	MH0001	1.14e-09
Lincosamide	MH0001	1.36e-08
Glycopeptide	MH0001	6.15e-11
Coumarin	MH0001	1.76e-08
Rifampin	MH0001	1.88e-07
Sulfonamides	MH0001	4.19e-09
Fluoroquinolones	MH0001	3.50e-07
Fluoroquinolone	MH0002	5.09e-09
Aminoglycoside	MH0002	2.23e-08
Lipopeptide	MH0002	3.90e-09
Peptide	MH0002	6.78e-10
Tetracycline derivative	MH0002	1.76e-07
Streptogramin	MH0002	4.52e-10
Macrolide	MH0002	2.55e-09
Sulfonamide	MH0002	5.06e-09
Aminocoumarin	MH0002	2.46e-09
Rifamycin	MH0002	8.51e-10
Diaminopyrimidine	MH0002	1.06e-10
Nucleoside	MH0002	1.52e-09
Beta-lactam	MH0002	2.32e-08
Phenicol	MH0002	1.06e-09
Lincosamide	MH0002	2.92e-09
Glycopeptide	MH0002	2.48e-09
Coumarin	MH0002	9.55e-09
Rifampin	MH0002	1.16e-07
Fluoroquinolones	MH0002	1.63e-07
Metals	MH0002	4.59e-07
Biocides	MH0002	1.72e-07
Fluoroquinolone	MH0003	1.30e-09
Aminoglycoside	MH0003	8.56e-09
Lipopeptide	MH0003	8.88e-10
Peptide	MH0003	1.30e-10
Tetracycline derivative	MH0003	2.41e-07
Streptogramin	MH0003	1.53e-07
Macrolide	MH0003	1.83e-07
Sulfonamide	MH0003	6.93e-10
Aminocoumarin	MH0003	4.74e-10
Rifamycin	MH0003	2.67e-10
Diaminopyrimidine	MH0003	1.94e-09
Nucleoside	MH0003	2.26e-09
Beta-lactam	MH0003	1.00e-07
Phenicol	MH0003	7.14e-10
Lincosamide	MH0003	1.15e-07
Glycopeptide	MH0003	2.15e-10
Coumarin	MH0003	1.67e-08
Rifampin	MH0003	1.13e-07
Sulfonamides	MH0003	5.92e-09
Fluoroquinolones	MH0003	1.50e-07
Metals	MH0003	5.41e-07
Biocides	MH0003	1.92e-07
Fluoroquinolone	MH0004	3.80e-09
Aminoglycoside	MH0004	1.59e-09
Lipopeptide	MH0004	2.45e-09
Peptide	MH0004	3.05e-10
Tetracycline derivative	MH0004	1.49e-07
Streptogramin	MH0004	8.25e-08
Macrolide	MH0004	8.46e-08
Sulfonamide	MH0004	2.69e-10
Aminocoumarin	MH0004	1.58e-09
Rifamycin	MH0004	6.33e-10
Diaminopyrimidine	MH0004	8.44e-10
Nucleoside	MH0004	2.77e-10
Beta-lactam	MH0004	7.41e-08
Phenicol	MH0004	1.43e-09
Lincosamide	MH0004	8.28e-08
Glycopeptide	MH0004	3.17e-10
Coumarin	MH0004	5.68e-09
Rifampin	MH0004	6.21e-08
Fluoroquinolones	MH0004	9.59e-08
Fluoroquinolone	MH0005	2.37e-10
Aminoglycoside	MH0005	3.15e-10
Lipopeptide	MH0005	1.54e-10
Tetracycline derivative	MH0005	4.87e-09
Streptogramin	MH0005	4.31e-10
Macrolide	MH0005	6.61e-10
Aminocoumarin	MH0005	6.71e-11
Rifamycin	MH0005	1.73e-11
Diaminopyrimidine	MH0005	3.25e-11
Nucleoside	MH0005	9.45e-11
Beta-lactam	MH0005	3.93e-10
Phenicol	MH0005	2.15e-10
Lincosamide	MH0005	4.83e-10
Glycopeptide	MH0005	1.14e-09
Coumarin	MH0005	2.63e-08
Rifampin	MH0005	1.42e-07
Fluoroquinolones	MH0005	2.34e-07
Fluoroquinolone	MH0006	1.12e-10
Aminoglycoside	MH0006	1.83e-09
Lipopeptide	MH0006	8.98e-11
Tetracycline derivative	MH0006	3.35e-08
Streptogramin	MH0006	3.40e-10
Macrolide	MH0006	1.04e-09
Sulfonamide	MH0006	3.16e-11
Aminocoumarin	MH0006	5.33e-11
Rifamycin	MH0006	8.67e-12
Diaminopyrimidine	MH0006	1.29e-10
Nucleoside	MH0006	9.97e-10
Beta-lactam	MH0006	4.35e-10
Phenicol	MH0006	2.56e-09
Lincosamide	MH0006	3.66e-10
Glycopeptide	MH0006	9.65e-11
Coumarin	MH0006	4.08e-08
Rifampin	MH0006	1.39e-07
Sulfonamides	MH0006	1.68e-09
Fluoroquinolones	MH0006	3.27e-07
Metals	MH0006	4.21e-07
Biocides	MH0006	8.04e-08
Fluoroquinolone	MH0007	1.28e-09
Aminoglycoside	MH0007	5.23e-10
Lipopeptide	MH0007	8.55e-10
Peptide	MH0007	6.63e-11
Tetracycline derivative	MH0007	1.13e-07
Streptogramin	MH0007	1.98e-08
Macrolide	MH0007	2.06e-08
Sulfonamide	MH0007	1.66e-10
Aminocoumarin	MH0007	7.10e-10
Rifamycin	MH0007	1.55e-10
Diaminopyrimidine	MH0007	2.04e-09
Nucleoside	MH0007	1.00e-10
Beta-lactam	MH0007	7.27e-09
Phenicol	MH0007	2.05e-09
Lincosamide	MH0007	2.03e-08
Glycopeptide	MH0007	2.15e-09
Coumarin	MH0007	1.13e-08
Rifampin	MH0007	4.96e-08
Sulfonamides	MH0007	8.43e-09
Fluoroquinolones	MH0007	1.03e-07
Fluoroquinolone	MH0008	3.88e-09
Aminoglycoside	MH0008	1.35e-09
Lipopeptide	MH0008	4.96e-10
Tetracycline derivative	MH0008	5.55e-08
Streptogramin	MH0008	1.08e-08
Macrolide	MH0008	1.31e-08
Sulfonamide	MH0008	1.33e-10
Aminocoumarin	MH0008	1.57e-09
Rifamycin	MH0008	2.16e-09
Diaminopyrimidine	MH0008	4.43e-10
Nucleoside	MH0008	1.46e-10
Beta-lactam	MH0008	1.54e-08
Phenicol	MH0008	3.31e-09
Lincosamide	MH0008	9.91e-09
Coumarin	MH0008	3.26e-08
Rifampin	MH0008	1.13e-07
Sulfonamides	MH0008	9.24e-10
Fluoroquinolones	MH0008	1.78e-07
Fluoroquinolone	MH0009	2.52e-09
Aminoglycoside	MH0009	2.54e-09
Lipopeptide	MH0009	1.05e-09
Peptide	MH0009	2.14e-10
Tetracycline derivative	MH0009	8.68e-08
Streptogramin	MH0009	7.40e-09
Macrolide	MH0009	1.00e-08
Sulfonamide	MH0009	2.40e-11
Aminocoumarin	MH0009	7.01e-10
Rifamycin	MH0009	5.17e-10
Diaminopyrimidine	MH0009	9.52e-10
Nucleoside	MH0009	6.94e-10
Beta-lactam	MH0009	1.85e-08
Phenicol	MH0009	6.41e-10
Lincosamide	MH0009	1.07e-08
Glycopeptide	MH0009	2.90e-09
Coumarin	MH0009	2.06e-09
Rifampin	MH0009	5.56e-08
Sulfonamides	MH0009	5.62e-10
Fluoroquinolones	MH0009	5.95e-08
Metals	MH0009	4.46e-07
Biocides	MH0009	1.37e-07
Fluoroquinolone	MH0010	1.73e-10
Aminoglycoside	MH0010	6.87e-09
Lipopeptide	MH0010	1.19e-10
Tetracycline derivative	MH0010	2.17e-07
Streptogramin	MH0010	1.38e-07
Macrolide	MH0010	1.72e-07
Sulfonamide	MH0010	1.52e-09
Aminocoumarin	MH0010	1.14e-10
Diaminopyrimidine	MH0010	2.66e-09
Nucleoside	MH0010	1.19e-09
Beta-lactam	MH0010	6.81e-08
Phenicol	MH0010	5.62e-10
Lincosamide	MH0010	9.64e-08
Glycopeptide	MH0010	1.46e-10
Coumarin	MH0010	3.46e-08
Rifampin	MH0010	1.63e-07
Sulfonamides	MH0010	1.47e-09
Fluoroquinolones	MH0010	2.55e-07
Fluoroquinolone	MH0011	1.55e-10
Aminoglycoside	MH0011	1.89e-09
Lipopeptide	MH0011	1.51e-10
Tetracycline derivative	MH0011	1.56e-07
Streptogramin	MH0011	5.25e-08
Macrolide	MH0011	6.00e-08
Sulfonamide	MH0011	6.38e-12
Aminocoumarin	MH0011	6.23e-11
Rifamycin	MH0011	2.55e-11
Diaminopyrimidine	MH0011	9.99e-11
Nucleoside	MH0011	4.79e-10
Beta-lactam	MH0011	5.77e-09
Phenicol	MH0011	1.03e-09
Lincosamide	MH0011	5.67e-08
